XXXinorg1,XXXinorg1mass,XXXinorg2,XXXinorg2mass,XXXinorg3,XXXinorg3mass,XXXorg1,XXXorg1mass,XXXorg2,XXXorg2mass,XXXoxlike1,XXXoxlike1mass,temp,time,slowCool,pH
molybdenum trioxide,0.1902,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.1913,-1,-1.0,-1,-1.0,180,96.0,0,5
molybdenum trioxide,0.192,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.1928,-1,-1.0,-1,-1.0,180,96.0,0,5
molybdenum trioxide,0.1904,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.2321,-1,-1.0,-1,-1.0,180,96.0,0,5
molybdenum trioxide,0.1896,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.1982,-1,-1.0,-1,-1.0,180,96.0,0,5
molybdenum trioxide,0.194,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.202,-1,-1.0,-1,-1.0,180,96.0,0,5
molybdenum trioxide,0.1493,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.2294,-1,-1.0,-1,-1.0,180,96.0,0,5
molybdenum trioxide,0.2267,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.173,-1,-1.0,-1,-1.0,180,96.0,0,5
molybdenum trioxide,0.2828,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.1416,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.128,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.0641,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.1013,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.2488,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.1003,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.2469,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.4628,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.0498,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.4629,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.0533,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.1449,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.2183,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.1402,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.22,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.6064,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.0732,-1,-1.0,-1,-1.0,180,72.0,0,5
molybdenum trioxide,0.1284,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.3054,-1,-1.0,-1,-1.0,180,72.0,0,5
molybdenum trioxide,0.2863,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.1465,-1,-1.0,-1,-1.0,180,96.0,0,5
molybdenum trioxide,0.1258,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.0662,-1,-1.0,-1,-1.0,180,96.0,0,5
molybdenum trioxide,0.0559,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.2616,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.5089,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.0315,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.5145,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.0415,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.5121,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.0257,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.0598,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.2705,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.0544,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.2605,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.2269,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.1765,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.1705,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.2063,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.1118,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.232,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.2295,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.1869,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.1772,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.2083,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.1139,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.246,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.2353,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.1822,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.1732,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.2066,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.1142,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.2448,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.0286,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.2905,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.0285,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.2861,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.0277,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.2868,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.0299,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.2866,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.0298,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.279,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.6047,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.0662,-1,-1.0,-1,-1.0,180,96.0,0,5
molybdenum trioxide,0.1279,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.3148,-1,-1.0,-1,-1.0,180,96.0,0,5
molybdenum trioxide,0.2841,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.1777,-1,-1.0,-1,-1.0,180,96.0,0,5
molybdenum trioxide,0.1272,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.0754,-1,-1.0,-1,-1.0,180,96.0,0,5
molybdenum trioxide,0.6028,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.0804,-1,-1.0,-1,-1.0,180,96.0,0,5
molybdenum trioxide,0.1284,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.3807,-1,-1.0,-1,-1.0,180,96.0,0,5
molybdenum trioxide,0.0832,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.2587,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.0875,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.2534,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.0822,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.2488,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.086,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.266,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.0854,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.2453,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.0847,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.2536,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.0859,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.2494,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.0873,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.2486,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.0848,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.0452,-1,-1.0,-1,-1.0,180,72.0,0,5
molybdenum trioxide,0.0832,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.3533,-1,-1.0,-1,-1.0,180,72.0,0,5
molybdenum trioxide,0.6887,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.0573,-1,-1.0,-1,-1.0,180,72.0,0,5
molybdenum trioxide,0.213,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.1046,-1,-1.0,-1,-1.0,180,72.0,0,5
molybdenum trioxide,0.2132,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.2279,-1,-1.0,-1,-1.0,180,72.0,0,5
molybdenum trioxide,0.4353,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.1104,-1,-1.0,-1,-1.0,180,72.0,0,5
molybdenum trioxide,0.5204,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.0241,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.5109,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.0258,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.5111,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.0263,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.5091,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.0304,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.4549,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.0553,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.4564,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.0724,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.4508,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.0569,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.4526,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.055,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.4039,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.087,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.4034,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.0895,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.3993,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.0935,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.3965,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.0871,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.3448,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.127,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.342,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.1126,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.3554,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.117,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.3447,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.124,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.2853,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.1426,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.1702,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.2066,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.1727,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.2146,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.1701,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.2084,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.2799,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.1453,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.2729,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.1522,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.2842,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.1559,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.2303,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.1817,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.2268,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.1755,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.2328,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.1747,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.2305,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.178,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.1706,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.2039,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.4015,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.0928,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.1149,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.2409,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.2829,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.1498,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.2551,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.1679,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.1996,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.1949,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.1419,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.2196,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.232,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.1817,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.1725,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.2119,-1,-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.4799,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.0876,-1,-1.0,-1,-1.0,180,48.0,1,5
molybdenum trioxide,0.3884,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.1213,-1,-1.0,-1,-1.0,180,48.0,1,5
molybdenum trioxide,0.3837,-1,-1.0,-1,-1.0,"1,3-diaminopropane",0.1342,-1,-1.0,-1,-1.0,180,48.0,1,5
sodium vanadium trioxide,0.125,sodium fluoride,0.1262,Selenium dioxide,1.4076,"N,N'-dimethylethylenediamine",0.1091,-1,-1.0,-1,-1.0,110,24.0,1,2
sodium vanadium trioxide,0.1247,sodium fluoride,0.0421,Selenium dioxide,1.1188,"N,N'-dimethylethylenediamine",0.0938,-1,-1.0,-1,-1.0,110,24.0,1,2
sodium vanadium trioxide,0.1247,sodium fluoride,0.0421,Selenium dioxide,1.1188,"N,N'-dimethylethylenediamine",0.0938,-1,-1.0,-1,-1.0,110,24.0,1,2
sodium vanadium trioxide,0.1222,sodium fluoride,0.1313,Selenium dioxide,1.132,"N,N'-dimethylethylenediamine",0.0916,-1,-1.0,-1,-1.0,110,24.0,1,2
sodium vanadium trioxide,0.1226,sodium fluoride,0.0405,Selenium dioxide,1.3431,"N,N'-dimethylethylenediamine",0.1138,-1,-1.0,-1,-1.0,110,24.0,1,2
molybdenum trioxide,0.4928,-1,-1.0,-1,-1.0,"1,7-diaminoheptane sulfate",0.2201,"1,10-diaminodecane",-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.2399,-1,-1.0,-1,-1.0,"1,7-diaminoheptane sulfate",0.4279,"1,10-diaminodecane",-1.0,-1,-1.0,180,48.0,0,5
molybdenum trioxide,0.0927,-1,-1.0,-1,-1.0,"1,7-diaminoheptane sulfate",1.1471,"1,10-diaminodecane",-1.0,-1,-1.0,180,48.0,0,5
ammonium metavanadate,0.1332,sodium fluoride,0.0494,Selenium dioxide,1.325,"N,N'-dimethylethylenediamine",0.0886,-1,-1.0,-1,-1.0,110,24.0,1,2
ammonium metavanadate,0.1199,sodium fluoride,0.1317,Selenium dioxide,1.1488,"N,N'-dimethylethylenediamine",0.0837,-1,-1.0,-1,-1.0,110,24.0,1,2
ammonium metavanadate,0.1224,sodium fluoride,0.3856,Selenium dioxide,1.1083,"N,N'-dimethylethylenediamine",0.0824,-1,-1.0,-1,-1.0,110,24.0,1,2
ammonium metavanadate,0.1224,sodium fluoride,0.3856,Selenium dioxide,1.1083,"N,N'-dimethylethylenediamine",0.0824,-1,-1.0,-1,-1.0,110,24.0,1,2
ammonium metavanadate,0.0629,sodium fluoride,0.1856,Selenium dioxide,0.5628,"N,N'-dimethylethylenediamine",0.0412,-1,-1.0,-1,-1.0,110,24.0,1,2
vanadium(V) oxide,0.1844,-1,-1.0,-1,-1.0,H3PO3,0.4104,"N,N-dimethyl-N'-ethylethylenediamine",0.5404,-1,-1.0,160,120.0,1,4
vanadium(V) oxide,0.179,-1,-1.0,-1,-1.0,H3PO3,0.4162,"N,N-dimethyl-N'-ethylethylenediamine",0.2855,-1,-1.0,160,120.0,1,3
ammonium metavanadate,0.1251,Selenium dioxide,0.6609,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.117,-1,-1.0,-1,-1.0,150,10.0,1,1
ammonium metavanadate,0.1157,Selenium dioxide,0.5504,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.1162,-1,-1.0,-1,-1.0,150,10.0,1,1
ammonium metavanadate,0.1176,Selenium dioxide,0.6794,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.2379,-1,-1.0,-1,-1.0,150,10.0,1,1
ammonium metavanadate,0.1237,Selenium dioxide,0.6612,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.1102,-1,-1.0,-1,-1.0,120,48.0,1,1
ammonium metavanadate,0.1215,Selenium dioxide,0.6652,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.1108,-1,-1.0,-1,-1.0,120,24.0,1,1
ammonium metavanadate,0.116,Selenium dioxide,0.6787,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.1176,-1,-1.0,-1,-1.0,130,48.0,1,2
ammonium metavanadate,0.1169,Selenium dioxide,0.6639,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.23,-1,-1.0,-1,-1.0,130,48.0,1,2
ammonium metavanadate,0.1172,Selenium dioxide,0.6479,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.1258,-1,-1.0,sodium oxalate,0.1141,110,60.0,1,2
ammonium metavanadate,0.1135,Selenium dioxide,0.4421,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.1152,-1,-1.0,sodium oxalate,0.1104,110,60.0,1,2
ammonium metavanadate,0.1186,Selenium dioxide,0.4493,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.1183,-1,-1.0,-1,-1.0,90,24.0,1,2
ammonium metavanadate,0.1145,Selenium dioxide,0.6579,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.127,-1,-1.0,-1,-1.0,90,24.0,1,2
ammonium metavanadate,0.116,Selenium dioxide,1.2025,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.1234,-1,-1.0,-1,-1.0,90,24.0,1,2
ammonium metavanadate,0.121,Selenium dioxide,1.3258,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.1137,-1,-1.0,-1,-1.0,90,24.0,1,2
ammonium metavanadate,0.1197,Selenium dioxide,0.5568,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.1186,-1,-1.0,-1,-1.0,120,60.0,1,2
ammonium metavanadate,0.1164,Selenium dioxide,0.6601,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.1181,-1,-1.0,-1,-1.0,120,60.0,1,2
ammonium metavanadate,0.113,Selenium dioxide,0.7903,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.1221,-1,-1.0,-1,-1.0,120,60.0,1,2
ammonium metavanadate,0.1175,Selenium dioxide,0.8806,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.1182,-1,-1.0,-1,-1.0,120,60.0,1,2
ammonium metavanadate,0.1156,Selenium dioxide,1.0015,-1,-1.0,"N,N,N',N'-Tetramethylethylenediamine",0.1119,-1,-1.0,-1,-1.0,120,60.0,1,1
vanadium(V) oxide,0.1454,sodium tellurite,0.0952,-1,-1.0,"1,4-bis(3-aminopropyl)piperazine",0.1683,ethanol,3.0,-1,-1.0,100,113.0,0,8
sodium metavanadate,0.1679,Selenium dioxide,0.167,-1,-1.0,2-methylpiperazine,0.0857,-1,-1.0,-1,-1.0,90,24.0,1,1
sodium metavanadate,0.1725,Selenium dioxide,0.1577,-1,-1.0,2-methylpiperazine,0.0861,-1,-1.0,-1,-1.0,90,24.0,1,2
sodium metavanadate,0.1686,Selenium dioxide,0.1586,-1,-1.0,2-methylpiperazine,0.0832,-1,-1.0,-1,-1.0,90,24.0,1,6
sodium metavanadate,0.1733,Selenium dioxide,0.0,-1,-1.0,2-methylpiperazine,0.0824,-1,-1.0,-1,-1.0,90,24.0,1,7
sodium metavanadate,0.1695,Selenium dioxide,0.0,-1,-1.0,2-methylpiperazine,0.0893,-1,-1.0,-1,-1.0,90,24.0,1,8
sodium metavanadate,0.1695,Selenium dioxide,0.1461,-1,-1.0,2-methylpiperazine,0.0874,-1,-1.0,-1,-1.0,90,24.0,1,7
sodium metavanadate,0.166,Selenium dioxide,0.0,-1,-1.0,2-methylpiperazine,0.0832,-1,-1.0,-1,-1.0,90,24.0,1,7
sodium metavanadate,0.1744,Selenium dioxide,0.0,-1,-1.0,2-methylpiperazine,0.0883,-1,-1.0,-1,-1.0,90,24.0,1,7
sodium metavanadate,0.1688,Selenium dioxide,0.0,-1,-1.0,2-methylpiperazine,0.0871,-1,-1.0,-1,-1.0,90,24.0,1,6
sodium metavanadate,0.1267,Selenium dioxide,0.6557,-1,-1.0,2-methylpiperazine,0.1,-1,-1.0,-1,-1.0,150,20.0,1,4
sodium metavanadate,0.1196,Selenium dioxide,0.6902,-1,-1.0,2-methylpiperazine,0.1106,-1,-1.0,-1,-1.0,150,20.0,1,6
sodium metavanadate,0.1669,Selenium dioxide,0.135,-1,-1.0,2-methylpiperazine,0.0854,-1,-1.0,-1,-1.0,90,24.0,1,7
sodium metavanadate,0.1923,Selenium dioxide,0.2288,-1,-1.0,2-methylpiperazine,0.1023,-1,-1.0,-1,-1.0,150,26.0,1,2
sodium metavanadate,0.1232,Selenium dioxide,0.2287,-1,-1.0,2-methylpiperazine,0.1027,-1,-1.0,-1,-1.0,150,26.0,1,2
sodium metavanadate,0.1217,Selenium dioxide,0.6666,-1,-1.0,2-methylpiperazine,0.1031,-1,-1.0,-1,-1.0,130,20.0,1,2
sodium metavanadate,0.0766,Selenium dioxide,0.3517,-1,-1.0,2-methylpiperazine,0.1151,-1,-1.0,-1,-1.0,130,20.0,1,1
sodium metavanadate,0.1206,Selenium dioxide,0.659,-1,-1.0,2-methylpiperazine,0.104,-1,-1.0,-1,-1.0,140,20.0,1,1
sodium metavanadate,0.1318,Selenium dioxide,0.6618,-1,-1.0,2-methylpiperazine,0.123,-1,-1.0,sodium oxalate,0.123,150,20.0,1,2
sodium metavanadate,0.1241,Selenium dioxide,0.6597,-1,-1.0,2-methylpiperazine,0.1089,-1,-1.0,sodium oxalate,0.1383,130,20.0,1,2
sodium metavanadate,0.1147,Selenium dioxide,0.6805,-1,-1.0,2-methylpiperazine,0.1042,-1,-1.0,-1,-1.0,150,20.0,1,2
sodium metavanadate,0.1246,Selenium dioxide,0.4447,-1,-1.0,2-methylpiperazine,0.1106,-1,-1.0,sodium oxalate,0.1063,90,24.0,0,2
sodium metavanadate,0.1263,Selenium dioxide,1.6335,-1,-1.0,2-methylpiperazine,0.1021,-1,-1.0,-1,-1.0,90,24.0,0,1
sodium metavanadate,0.1291,Selenium dioxide,0.345,-1,-1.0,2-methylpiperazine,0.1106,-1,-1.0,sodium oxalate,0.1386,90,24.0,0,2
sodium metavanadate,0.1367,Selenium dioxide,0.1341,-1,-1.0,2-methylpiperazine,0.1179,-1,-1.0,sodium oxalate,0.1376,90,24.0,0,2
sodium metavanadate,0.1242,Selenium dioxide,1.1227,-1,-1.0,2-methylpiperazine,0.1109,-1,-1.0,-1,-1.0,90,24.0,0,1
sodium metavanadate,0.1227,Selenium dioxide,1.1108,-1,-1.0,2-methylpiperazine,0.1536,-1,-1.0,-1,-1.0,90,24.0,0,1
sodium metavanadate,0.1304,Selenium dioxide,1.109,-1,-1.0,2-methylpiperazine,0.2131,-1,-1.0,-1,-1.0,90,24.0,0,1
sodium metavanadate,0.1227,Selenium dioxide,1.1086,-1,-1.0,2-methylpiperazine,0.2518,-1,-1.0,-1,-1.0,90,48.0,0,2
sodium metavanadate,0.1238,Selenium dioxide,1.1073,-1,-1.0,2-methylpiperazine,0.1079,-1,-1.0,-1,-1.0,90,48.0,0,1
sodium metavanadate,0.1296,Selenium dioxide,1.1458,-1,-1.0,2-methylpiperazine,0.1546,-1,-1.0,-1,-1.0,90,48.0,0,2
sodium metavanadate,0.1307,Selenium dioxide,1.199,-1,-1.0,2-methylpiperazine,0.2091,-1,-1.0,-1,-1.0,90,48.0,0,2
sodium metavanadate,0.1221,Selenium dioxide,1.169,-1,-1.0,2-methylpiperazine,0.3166,-1,-1.0,-1,-1.0,90,48.0,0,2
sodium metavanadate,0.1227,Selenium dioxide,1.1351,-1,-1.0,2-methylpiperazine,0.3594,-1,-1.0,-1,-1.0,105,48.0,0,2
sodium metavanadate,0.1209,Selenium dioxide,1.1394,-1,-1.0,2-methylpiperazine,0.1116,-1,-1.0,-1,-1.0,105,48.0,0,2
sodium metavanadate,0.1209,Selenium dioxide,1.1057,-1,-1.0,2-methylpiperazine,0.156,-1,-1.0,-1,-1.0,105,48.0,0,2
sodium metavanadate,0.1287,Selenium dioxide,1.1214,-1,-1.0,2-methylpiperazine,0.2731,-1,-1.0,-1,-1.0,105,48.0,0,2
sodium metavanadate,0.1222,Selenium dioxide,1.162,-1,-1.0,2-methylpiperazine,0.277,-1,-1.0,-1,-1.0,105,48.0,0,2
sodium metavanadate,0.1205,Selenium dioxide,0.9055,-1,-1.0,2-methylpiperazine,0.1165,-1,-1.0,sodium oxalate,0.1365,90,24.0,0,4
sodium metavanadate,0.1244,Selenium dioxide,1.1126,-1,-1.0,2-methylpiperazine,0.1095,-1,-1.0,sodium oxalate,0.1405,90,24.0,0,2
sodium metavanadate,0.1225,Selenium dioxide,1.1273,-1,-1.0,2-methylpiperazine,0.1184,-1,-1.0,sodium oxalate,0.1367,90,24.0,0,2
sodium metavanadate,0.1229,Selenium dioxide,0.6729,-1,-1.0,2-methylpiperazine,0.1074,-1,-1.0,sodium oxalate,0.1048,90,24.0,0,2
sodium metavanadate,0.1293,Selenium dioxide,0.6655,-1,-1.0,2-methylpiperazine,0.1118,-1,-1.0,sodium oxalate,0.111,90,24.0,0,1
sodium metavanadate,0.1234,Selenium dioxide,0.6741,-1,-1.0,2-methylpiperazine,0.1135,-1,-1.0,sodium oxalate,0.1057,90,24.0,0,2
sodium metavanadate,0.1286,Selenium dioxide,0.6717,-1,-1.0,2-methylpiperazine,0.1029,-1,-1.0,sodium oxalate,0.1101,90,24.0,0,3
sodium metavanadate,0.128,Selenium dioxide,0.7128,-1,-1.0,2-methylpiperazine,0.1066,-1,-1.0,sodium oxalate,0.106,90,24.0,0,4
